Index	Word	Cluster
533	april	3
534	run	0
535	september	3
536	addition	3
537	radio	1
538	live	3
539	august	3
540	taken	3
541	note	3
542	italian	1
543	lost	3
544	nature	4
545	project	1
546	technology	4
547	spanish	1
548	october	3
549	recent	1
550	rate	4
551	won	3
552	true	1
553	value	4
554	uses	4
555	russian	2
556	est	3
557	wrote	1
558	effect	4
559	album	1
560	southern	3
561	africa	1
562	whose	1
563	top	4
564	historical	1
565	australia	3
566	catholic	2
567	particularly	3
568	self	1
569	structure	4
570	record	4
571	evidence	1
572	themselves	3
573	rule	4
574	influence	4
575	cases	4
576	subject	0
577	referred	3
578	continued	0
579	nations	4
580	below	0
581	rock	0
582	japan	3
583	com	2
584	song	2
585	throughout	3
586	names	3
587	female	1
588	title	2
589	our	3
590	therefore	4
591	office	2
592	star	3
593	paul	2
594	too	4
595	cities	0
596	independent	0
597	february	2
598	author	1
599	problem	4
600	species	4
601	done	4
602	education	2
603	philosophy	3
604	come	0
605	higher	0
606	originally	3
607	market	4
608	town	2
609	my	2
610	season	4
611	love	1
612	strong	1
613	israel	3
614	writer	2
615	irish	0
616	films	2
617	elements	4
618	robert	2
619	whether	1
620	despite	4
621	eventually	3
622	here	2
623	football	3
624	action	4
625	internet	4
626	individual	4
627	sound	4
628	network	3
629	described	3
630	practice	3
631	characters	1
632	re	1
633	royal	1
634	la	2
635	events	3
636	formed	0
637	commonly	1
638	base	4
639	received	3
640	problems	4
641	african	1
642	food	4
643	jews	3
644	able	2
645	male	1
646	mass	0
647	typically	4
648	complex	4
649	lower	0
650	includes	3
651	outside	3
652	legal	4
653	complete	4
654	parliament	0
655	significant	4
656	actually	1
657	business	4
658	fiction	3
659	physical	4
660	followed	3
661	deaths	0
662	key	0
663	widely	1
664	leader	0
665	page	2
666	basic	4
667	types	4
668	henry	2
669	elected	0
670	beginning	0
671	fire	3
672	building	0
673	independence	2
674	went	3
675	aircraft	0
676	movie	1
677	ever	0
678	canadian	1
679	material	4
680	births	0
681	video	3
682	news	3
683	future	0
684	scientific	4
685	simply	3
686	go	4
687	defined	3
688	laws	1
689	get	4
690	close	0
691	industry	0
692	specific	4
693	examples	4
694	services	4
695	believe	0
696	idea	4
697	introduced	2
698	method	4
699	points	4
700	return	0
701	cause	4
702	indian	1
703	britain	2
704	features	4
705	majority	0
706	size	4
707	post	2
708	lead	4
709	organization	3
710	cannot	1
711	designed	0
712	ireland	0
713	cross	1
714	classical	1
715	personal	1
716	writing	1
717	concept	4
718	associated	2
719	required	0
720	soon	3
721	changes	4
722	california	2
723	located	3
724	sense	4
725	believed	3
726	away	4
727	started	3
728	co	2
729	religion	2
730	mother	2
731	county	0
732	rules	4
733	studies	0
734	yet	4
735	find	4
736	knowledge	4
737	put	3
738	founded	3
739	policy	1
740	currently	1
741	provide	4
742	working	0
743	media	3
744	election	1
745	australian	1
746	me	2
747	thomas	2
748	allowed	3
749	russia	3
750	earlier	3
751	greater	3
752	limited	4
753	object	4
754	brought	0
755	online	2
756	association	4
757	lord	2
758	mostly	4
759	blue	3
760	constitution	0
761	across	0
762	added	4
763	interest	4
764	things	0
765	relations	1
766	speed	4
767	federal	3
768	singer	2
769	effects	4
770	growth	4
771	sources	0
772	your	2
773	remains	0
774	z	1
775	gave	0
776	probably	1
777	simple	1
778	attack	3
779	longer	1
780	reference	4
781	saint	2
782	success	4
783	killed	3
784	past	4
785	career	1
786	need	4
787	park	2
788	definition	4
789	say	0
790	etc	4
791	give	0
792	peace	1
793	chief	1
794	stories	0
795	security	4
796	wide	0
797	ball	4
798	saw	3
799	machine	4
800	better	1
801	cell	4
802	leading	4
803	becomes	2
804	larger	0
805	spain	2
806	parties	3
807	products	4
808	night	3
809	remained	3
810	prize	0
811	website	2
812	big	2
813	months	0
814	cultural	4
815	money	3
816	help	4
817	territory	0
818	moved	1
819	private	1
820	letter	2
821	wife	2
822	politics	1
823	lines	4
824	largely	1
825	contains	3
826	companies	4
827	lake	2
828	perhaps	3
829	green	4
830	already	3
831	iii	2
832	dead	2
833	library	3
834	separate	4
835	refer	2
836	makes	3
837	appeared	3
838	dutch	1
839	holy	2
840	era	2
841	novel	1
842	successful	1
843	italy	3
844	letters	2
845	results	4
846	matter	1
847	produce	4
848	origin	4
849	claim	1
850	whole	4
851	attempt	1
852	directly	3
853	actress	1
854	surface	4
855	revolution	1
856	highly	1
857	caused	0
858	status	0
859	musical	0
860	richard	2
861	commercial	1
862	division	3
863	color	4
864	health	3
865	coast	0
866	release	0
867	latter	2
868	authority	2
869	treaty	1
870	turn	4
871	michael	2
872	nation	0
873	direct	0
874	asia	3
875	edition	0
876	programming	4
877	playing	0
878	date	4
879	mary	2
880	native	1
881	whom	0
882	married	0
883	towards	1
884	issues	4
885	double	3
886	primary	4
887	basis	0
888	allow	4
889	enough	4
890	memory	4
891	reason	0
892	web	2
893	exist	3
894	provided	3
895	functions	4
896	oil	4
897	course	4
898	alexander	2
899	analysis	4
900	chemical	0
901	replaced	3
902	mid	3
903	queen	2
904	claims	0
905	tv	3
906	sun	2
907	literature	1
908	metal	4
909	amount	4
910	divided	3
911	blood	4
912	likely	1
913	average	0
914	access	4
915	length	4
916	smaller	3
917	medical	4
918	property	4
919	students	3
920	degree	4
921	elections	4
922	club	0
923	claimed	1
924	performance	4
925	director	1
926	digital	3
927	museum	2
928	front	4
929	difficult	4
930	tradition	3
931	nearly	1
932	schools	3
933	washington	0
934	gas	4
935	jesus	1
936	map	1
937	louis	2
938	rome	1
939	unit	4
940	baseball	3
941	mind	4
942	peter	1
943	mark	3
944	collection	0
945	product	4
946	congress	0
947	programs	4
948	changed	4
949	ideas	0
950	moon	3
951	entire	4
952	user	4
953	ground	4
954	records	2
955	frequently	1
956	increase	4
957	highest	0
958	sent	0
959	finally	3
960	board	0
961	don	2
962	notable	1
963	read	4
964	methods	4
965	recently	4
966	bit	4
967	variety	0
968	involved	3
969	call	4
970	democratic	1
971	ten	4
972	served	3
973	minor	4
974	hard	1
975	birth	2
976	objects	0
977	nuclear	0
978	increased	4
979	section	1
980	street	2
981	windows	4
982	relatively	4
983	car	3
984	move	4
985	create	4
986	returned	3
987	bank	0
988	conditions	4
989	operation	4
990	relationship	4
991	adopted	1
992	christ	2
993	hall	2
994	appear	4
995	rest	0
996	child	1
997	element	4
998	appears	3
999	fall	0
1000	takes	4
1001	bbc	4
1002	animals	3
1003	existence	4
1004	discovered	3
1005	units	4
1006	know	0
1007	heavy	4
1008	assembly	0
1009	universe	1
1010	file	4
1011	woman	0
1012	smith	2
1013	award	3
1014	numerous	0
1015	mean	4
1016	behind	3
1017	liberal	1
1018	except	0
1019	scale	4
1020	bill	0
1021	operating	4
1022	construction	4
1023	active	3
1024	institute	4
1025	taking	3
1026	pressure	4
1027	san	2
1028	experience	4
1029	account	1
1030	engine	4
1031	brother	2
1032	primarily	3
1033	issue	4
1034	recorded	0
1035	joseph	2
1036	professional	4
1037	troops	1
1038	notes	2
1039	pope	2
1040	centre	0
1041	orthodox	2
1042	ice	3
1043	question	1
1044	something	1
1045	defense	4
1046	grand	2
1047	accepted	2
1048	mathematics	1
1049	event	0
1050	resources	4
1051	egypt	1
1052	dr	2
1053	derived	4
1054	applied	4
1055	paris	1
1056	powers	1
1057	running	4
1058	stage	4
1059	additional	4
1060	shows	4
1061	prince	0
1062	placed	1
1063	instance	0
1064	lived	0
1065	creation	0
1066	freedom	4
1067	alternative	1
1068	hit	2
1069	http	3
1070	magazine	1
1071	nobel	0
1072	engineering	4
1073	square	2
1074	mainly	4
1075	rise	4
1076	hold	4
1077	gold	1
1078	pre	3
1079	versions	1
1080	report	1
1081	road	3
1082	operations	4
1083	test	1
1084	frac	2
1085	arts	2
1086	older	0
1087	quite	1
1088	applications	4
1089	marriage	1
1090	proposed	0
1091	channel	4
1092	consists	3
1093	shown	4
1094	governor	2
1095	bible	3
1096	police	3
1097	articles	4
1098	ocean	4
1099	cost	4
1100	writers	0
1101	volume	4
1102	previous	4
1103	race	1
1104	cells	4
1105	scotland	0
1106	levels	4
1107	regions	3
1108	quickly	3
1109	properties	4
1110	duke	0
1111	normal	4
1112	techniques	4
1113	songs	1
1114	start	0
1115	ways	4
1116	introduction	4
1117	ability	4
1118	communist	0
1119	passed	0
1120	purpose	4
1121	navy	0
1122	approximately	0
1123	composer	1
1124	equal	3
1125	appointed	0
1126	committee	0
1127	ed	2
1128	centuries	4
1129	table	4
1130	forced	3
1131	lack	0
1132	places	3
1133	individuals	0
1134	chicago	2
1135	consider	3
1136	hebrew	1
1137	belief	3
1138	refers	4
1139	clear	1
1140	values	4
1141	dance	2
1142	agreement	3
1143	response	3
1144	temperature	4
1145	sexual	4
1146	faith	0
1147	comes	4
1148	paper	4
1149	environment	4
1150	climate	4
1151	daughter	1
1152	carbon	4
1153	electric	1
1154	www	3
1155	station	1
1156	ad	3
1157	sex	4
1158	speech	3
1159	ship	4
1160	evolution	1
1161	martin	2
1162	microsoft	2
1163	noted	3
1164	usa	0
1165	via	4
1166	supported	3
1167	industrial	4
1168	feature	4
1169	border	1
1170	christianity	0
1171	treatment	4
1172	motion	4
1173	management	4
1174	computers	0
1175	performed	1
1176	summer	4
1177	intended	1
1178	necessary	3
1179	calendar	2
1180	miles	4
1181	animal	0
1182	remain	4
1183	disease	4
1184	internal	4
1185	convention	3
1186	wars	2
1187	worked	0
1188	flight	3
1189	round	3
1190	kind	0
1191	acts	4
1192	reading	0
1193	multiple	4
1194	labour	1
1195	physics	0
1196	speaking	3
1197	users	3
1198	brown	2
1199	signed	3
1200	critical	0
1201	sir	2
1202	bridge	2
1203	mathematical	4
1204	billion	3
1205	sets	4
1206	translation	1
1207	regarded	2
1208	branch	1
1209	beyond	4
1210	von	3
1211	medicine	4
1212	ethnic	0
1213	polish	1
1214	write	0
1215	location	4
1216	reached	0
1217	conflict	4
1218	province	0
1219	apple	2
1220	remaining	3
1221	sold	3
1222	financial	4
1223	provides	2
1224	approach	4
1225	notably	3
1226	am	3
1227	administration	2
1228	heart	2
1229	stars	4
1230	campaign	4
1231	joined	3
1232	figure	3
1233	distribution	4
1234	theories	4
1235	port	0
1236	command	3
1237	cut	0
1238	tree	2
1239	models	4
1240	influenced	1
1241	distance	0
1242	conservative	1
1243	kings	0
1244	district	0
1245	direction	4
1246	why	0
1247	intelligence	3
1248	greece	2
1249	face	4
1250	q	2
1251	leaders	0
1252	cold	4
1253	guide	2
1254	humans	4
1255	activity	4
1256	opposition	3
1257	previously	2
1258	executive	4
1259	labor	0
1260	quality	4
1261	poor	4
1262	needed	4
1263	symbol	3
1264	logic	4
1265	completely	2
1266	extremely	4
1267	loss	0
1268	jean	1
1269	plan	3
1270	regular	0
1271	pacific	4
1272	vote	0
1273	contemporary	0
1274	allows	4
1275	department	0
1276	advanced	1
1277	edward	0
1278	occur	4
1279	powerful	4
1280	acid	4
1281	secret	1
1282	actual	4
1283	reported	3
1284	content	1
1285	unique	4
1286	poet	2
1287	gives	0
1288	context	0
1289	iron	4
1290	cover	1
1291	stated	3
1292	becoming	1
1293	poland	2
1294	justice	1
1295	prior	3
1296	fourth	4
1297	critics	1
1298	turned	3
1299	difference	4
1300	weapons	4
1301	met	1
1302	dark	4
1303	foundation	2
1304	na	3
1305	episode	0
1306	standards	4
1307	electronic	4
1308	address	4
1309	greatest	4
1310	musician	3
1311	usage	1
1312	featured	4
1313	fields	4
1314	training	4
1315	net	1
1316	regional	0
1317	scholars	1
1318	hours	4
1319	inside	3
1320	application	4
1321	formal	1
1322	nd	2
1323	unlike	0
1324	win	4
1325	describe	0
1326	ships	1
1327	sports	4
1328	churches	0
1329	resulting	4
1330	moving	3
1331	arabic	1
1332	et	2
1333	netherlands	0
1334	carried	3
1335	exchange	4
1336	reasons	0
1337	brain	4
1338	failed	0
1339	month	4
1340	shot	2
1341	continue	4
1342	responsible	0
1343	going	3
1344	format	4
1345	nor	2
1346	spread	4
1347	opposed	0
1348	org	1
1349	universal	1
1350	scottish	0
1351	supreme	0
1352	architecture	1
1353	mexico	0
1354	starting	3
1355	somewhat	0
1356	argument	2
1357	islamic	0
1358	decision	0
1359	oxford	2
1360	berlin	2
1361	activities	4
1362	keep	3
1363	materials	0
1364	views	1
1365	spoken	1
1366	biography	1
1367	potential	4
1368	kong	2
1369	pass	4
1370	technical	4
1371	follows	3
1372	attempts	0
1373	transport	4
1374	declared	2
1375	hands	0
1376	voice	4
1377	artist	3
1378	indeed	4
1379	spirit	2
1380	contain	3
1381	generation	0
1382	deal	0
1383	constant	4
1384	charge	4
1385	heat	4
1386	composed	0
1387	appearance	4
1388	growing	3
1389	cambridge	3
1390	ended	0
1391	geography	3
1392	represented	3
1393	le	2
1394	encyclopedia	0
1395	flag	1
1396	increasing	4
1397	possibly	3
1398	families	1
1399	seems	4
1400	el	2
1401	friends	0
1402	mission	0
1403	dna	0
1404	los	3
1405	upper	0
1406	look	4
1407	stations	3
1408	card	1
1409	easily	4
1410	academy	2
1411	identity	2
1412	principle	0
1413	equipment	4
1414	die	2
1415	arab	4
1416	armed	3
1417	giving	0
1418	master	2
1419	global	4
1420	christians	2
1421	extended	4
1422	reform	4
1423	announced	3
1424	positive	4
1425	comic	1
1426	muslim	0
1427	compared	4
1428	causes	4
1429	income	0
1430	arthur	2
1431	technique	4
1432	choice	1
1433	golden	2
1434	string	2
1435	protection	4
1436	cup	3
1437	decided	0
1438	plant	4
1439	attacks	4
1440	serious	4
1441	immediately	0
1442	prevent	3
1443	sign	3
1444	winter	4
1445	feet	4
1446	medieval	2
1447	efforts	4
1448	fully	1
1449	initially	1
1450	directed	0
1451	organizations	4
1452	exists	3
1453	extensive	1
1454	traditionally	4
1455	airport	3
1456	equivalent	3
1457	presence	0
1458	plants	4
1459	negative	4
1460	search	4
1461	deep	4
1462	argued	0
1463	fans	1
1464	austria	3
1465	link	4
1466	controlled	1
1467	follow	3
1468	alone	1
1469	valley	0
1470	combined	3
1471	signal	4
1472	occurs	4
1473	drive	4
1474	proved	4
1475	understanding	4
1476	imperial	3
1477	linear	4
1478	bay	0
1479	differences	4
1480	van	3
1481	student	1
1482	stone	1
1483	useful	1
1484	situation	4
1485	serve	4
1486	share	0
1487	distinct	1
1488	iv	2
1489	classic	1
1490	effective	4
1491	allowing	1
1492	mentioned	3
1493	drug	4
1494	solution	4
1495	measure	4
1496	require	4
1497	boy	3
1498	expected	1
1499	device	4
1500	urban	3
1501	citizens	1
1502	initial	4
1503	debate	1
1504	classes	4
1505	guitar	3
1506	secretary	0
1507	communities	4
1508	victory	0
1509	portuguese	2
1510	let	0
1511	nothing	1
1512	artists	0
1513	gained	4
1514	commission	4
1515	recognized	2
1516	horse	3
1517	relative	4
1518	judaism	3
1519	bass	0
1520	ford	2
1521	entirely	1
1522	teams	3
1523	actions	4
1524	conference	3
1525	fish	3
1526	weight	4
1527	hill	2
1528	represent	0
1529	politician	0
1530	begins	1
1531	completed	1
1532	writings	2
1533	gdp	0
1534	wing	4
1535	otherwise	0
1536	unknown	1
1537	aid	4
1538	sites	4
1539	ruled	3
1540	audio	4
1541	journal	3
1542	finland	0
1543	cards	0
1544	domestic	4
1545	behavior	4
1546	connected	4
1547	arms	4
1548	reaction	0
1549	earliest	1
1550	controversy	4
1551	mountain	0
1552	suggested	0
1553	trial	0
1554	containing	0
1555	attention	4
1556	workers	4
1557	principles	0
1558	un	4
1559	sequence	4
1560	host	1
1561	literary	1
1562	jerusalem	3
1563	cycle	4
1564	fuel	4
1565	reduced	4
1566	officially	2
1567	scientists	0
1568	travel	4
1569	figures	3
1570	americans	1
1571	prominent	1
1572	popularity	4
1573	lincoln	2
1574	fighting	1
1575	scene	4
1576	instruments	4
1577	iraq	0
1578	structures	4
1579	frank	2
1580	increasingly	0
1581	ones	4
1582	requires	4
1583	tend	0
1584	typical	4
1585	entry	2
1586	israeli	1
1587	temple	2
1588	statement	4
1589	track	4
1590	says	3
1591	jack	3
1592	discussion	4
1593	lives	3
1594	daily	0
1595	contrast	3
1596	frequency	4
1597	goal	1
1598	rd	2
1599	specifically	1
1600	winning	1
1601	impact	4
1602	fast	1
1603	review	3
1604	atlantic	1
1605	texas	0
1606	images	4
1607	depending	4
1608	dynasty	3
1609	senate	0
1610	description	0
1611	rich	4
1612	domain	2
1613	islam	2
1614	criticism	2
1615	importance	4
1616	begin	4
1617	inspired	2
1618	destroyed	3
1619	price	4
1620	jones	1
1621	friend	1
1622	mm	3
1623	contact	3
1624	devices	4
1625	entered	3
1626	background	1
1627	closely	4
1628	texts	0
1629	invasion	0
1630	mountains	0
1631	toward	1
1632	closed	3
1633	wall	0
1634	removed	3
1635	afghanistan	1
1636	corporation	4
1637	mythology	3
1638	zealand	1
1639	killing	3
1640	rare	1
1641	apollo	3
1642	jazz	0
1643	hong	0
1644	helped	3
1645	slightly	4
1646	quantum	4
1647	runs	4
1648	hot	4
1649	presidential	1
1650	attempted	0
1651	boston	0
1652	fixed	0
1653	kept	0
1654	asked	0
1655	dictionary	1
1656	agreed	1
1657	bishop	2
1658	plays	1
1659	sweden	3
1660	alphabet	3
1661	determined	0
1662	buildings	4
1663	reign	4
1664	traditions	1
1665	existing	4
1666	communications	3
1667	phase	0
1668	violence	4
1669	hydrogen	1
1670	ages	3
1671	meant	1
1672	controversial	2
1673	formation	4
1674	thousands	0
1675	twenty	0
1676	agriculture	0
1677	movies	3
1678	resulted	4
1679	occurred	4
1680	focus	4
1681	offered	0
1682	estimated	0
1683	discovery	0
1684	heavily	1
1685	mi	2
1686	zone	4
1687	tour	0
1688	comics	2
1689	ring	1
1690	connection	4
1691	aspects	4
1692	develop	3
1693	governments	0
1694	argue	3
1695	austrian	1
1696	damage	4
1697	albert	2
1698	ibm	0
1699	avoid	4
1700	factors	4
1701	combination	4
1702	combat	4
1703	pro	4
1704	affairs	4
1705	novels	2
1706	sum	0
1707	expansion	0
1708	doctrine	3
1709	competition	4
1710	hungary	3
1711	week	4
1712	category	4
1713	leadership	2
1714	flow	4
1715	soldiers	2
1716	genetic	4
1717	leaving	0
1718	reports	3
1719	os	2
1720	opened	3
1721	territories	4
1722	holds	1
1723	mac	4
1724	step	3
1725	jackson	2
1726	algorithm	4
1727	truth	4
1728	stop	0
1729	reality	3
1730	theorem	2
1731	fell	0
1732	room	0
1733	crown	0
1734	instrument	4
1735	bob	1
1736	care	4
1737	effort	4
1738	origins	4
1739	defeated	3
1740	democracy	3
1741	concepts	4
1742	picture	1
1743	hence	1
1744	permanent	4
1745	nazi	3
1746	protocol	4
1747	gun	4
1748	wikipedia	3
1749	tried	0
1750	fundamental	4
1751	planet	3
1752	professor	3
1753	christmas	2
1754	communication	4
1755	told	3
1756	topics	4
1757	presented	3
1758	statistics	4
1759	beliefs	4
1760	identified	1
1761	normally	4
1762	opening	0
1763	annual	3
1764	constitutional	4
1765	spent	0
1766	columbia	2
1767	evil	4
1768	subsequent	0
1769	extreme	4
1770	testament	0
1771	continues	3
1772	gods	1
1773	details	4
1774	supply	4
1775	institutions	4
1776	formula	2
1777	disk	4
1778	grew	0
1779	actors	1
1780	moral	2
1781	learning	3
1782	currency	0
1783	wanted	0
1784	output	4
1785	creating	4
1786	pronounced	2
1787	defeat	0
1788	subsequently	2
1789	fight	0
1790	break	4
1791	marked	1
1792	goods	4
1793	hardware	4
1794	leave	0
1795	broadcast	1
1796	cd	4
1797	bond	0
1798	thing	3
1799	environmental	4
1800	goes	0
1801	none	0
1802	forward	3
1803	risk	4
1804	bodies	1
1805	reach	4
1806	expressed	4
1807	processes	4
1808	machines	1
1809	decades	4
1810	census	0
1811	think	0
1812	lists	4
1813	glass	4
1814	vice	3
1815	angeles	3
1816	organized	0
1817	pages	4
1818	murder	4
1819	movements	4
1820	bush	0
1821	cultures	4
1822	meeting	1
1823	roughly	2
1824	respect	2
1825	stand	2
1826	fictional	2
1827	condition	3
1828	interpretation	0
1829	fantasy	2
1830	questions	4
1831	historians	3
1832	policies	4
1833	copyright	1
1834	display	4
1835	founder	4
1836	maintain	0
1837	lee	2
1838	mode	3
1839	positions	4
1840	fame	0
1841	import	3
1842	carry	4
1843	chosen	0
1844	swedish	4
1845	linux	4
1846	advantage	2
1847	observed	0
1848	raised	1
1849	server	4
1850	formerly	2
1851	philosopher	3
1852	receive	4
1853	atoms	4
1854	brothers	2
1855	jpg	1
1856	sides	4
1857	shortly	0
1858	database	4
1859	resistance	4
1860	super	2
1861	translated	3
1862	ch	2
1863	administrative	3
1864	parents	3
1865	message	4
1866	considerable	4
1867	shape	4
1868	target	4
1869	extent	1
1870	build	1
1871	plane	2
1872	bad	3
1873	tribes	0
1874	understand	4
1875	spring	4
1876	greatly	4
1877	mobile	0
1878	regarding	3
1879	tower	0
1880	brazil	0
1881	studied	3
1882	tax	4
1883	transportation	3
1884	railway	0
1885	wood	2
1886	characteristics	4
1887	screen	4
1888	piece	1
1889	equation	4
1890	needs	4
1891	chapter	1
1892	persian	2
1893	failure	4
1894	stock	4
1895	revolutionary	0
1896	respectively	1
1897	ordered	0
1898	chemistry	4
1899	pay	0
1900	proper	4
1901	split	1
1902	dog	3
1903	economics	4
1904	rates	4
1905	owned	3
1906	wave	4
1907	doctor	2
1908	johnson	0
1909	iran	1
