Index	Word	Cluster
564	오태호	0
565	포	3
566	ㅈ	4
567	은근	4
568	기회	0
569	ㅅ	4
570	1학년	4
571	사용	4
572	확인	0
573	물리학1	4
574	신	3
575	고민	3
576	덕분	0
577	고생	3
578	누	3
579	지정	3
580	달	0
581	공학과경영	3
582	아래	3
583	절대평가	0
584	돈	0
585	연강	3
586	등록금	1
587	강의실	0
588	중요하다	3
589	꺼	3
590	화학	3
591	움	3
592	핸드폰	4
593	길	4
594	빡	4
595	암	3
596	필자	3
597	발	4
598	경험	4
599	공대	3
600	일반생물	4
601	계속	0
602	랜덤	4
603	현장활동	0
604	8	4
605	방향	3
606	밖	3
607	생물1	0
608	미분적분학	0
609	마라	3
610	포함	0
611	선배	3
612	첨삭	4
613	국제	3
614	입	0
615	지문	1
616	구성	0
617	김인석	3
618	옴	3
619	레	3
620	칠판	3
621	실제	3
622	일반화학	0
623	계획서	3
624	안주	3
625	겐	4
626	윤민희	3
627	ㅜ	0
628	시험때	4
629	최종	0
630	난이	3
631	양이	3
632	성향	4
633	평면디자인	0
634	단	0
635	수강생	3
636	폭격기	1
637	능력	3
638	선	0
639	해석	3
640	이분	4
641	당황	3
642	2학기	4
643	지도	0
644	김은하	4
645	오일환	4
646	처리	0
647	기말시험	3
648	과학	0
649	박상용	0
650	30분	3
651	답변	0
652	시험지	3
653	핵심	3
654	분석	3
655	2주	3
656	직접	3
657	저희	3
658	1점	3
659	한국어	3
660	비쁠	4
661	그때	0
662	실	0
663	문법	3
664	정도로	0
665	작품	4
666	2개	3
667	등등	3
668	보임	0
669	ㅂ	4
670	거랑	3
671	파악	3
672	ㄷ	3
673	수있음	4
674	하라	1
675	단답형	3
676	계획	0
677	다양	4
678	아무것	0
679	착하	4
680	답안	3
681	나도	3
682	지적	4
683	조사	0
684	그림	0
685	비교	0
686	무리	3
687	강의평가	1
688	추가	0
689	개별	0
690	윤	4
691	인터넷	0
692	성의	3
693	계절	3
694	파트	3
695	총	0
696	상	4
697	Chol	3
698	경제	3
699	공학	3
700	Brian	3
701	자랑	4
702	Brown	0
703	컴	0
704	Hyon	0
705	폰	3
706	수정	0
707	개인과제	4
708	대비	3
709	키워드	0
710	미적	4
711	여우	3
712	매시간	3
713	가산점	3
714	Economics	0
715	내심	3
716	회로	0
717	50	3
718	언어	0
719	독	3
720	프로그래밍	4
721	꿀강의	4
722	Arundel	3
723	예습	4
724	인간적	3
725	열의	3
726	감점	3
727	1시간	3
728	원	0
729	상담	4
730	지금	3
731	한마디	3
732	초급	3
733	반복	0
734	프로	0
735	학우	3
736	유리	3
737	5개	3
738	벼락	3
739	급	4
740	순	4
741	팁	0
742	운	4
743	5번	0
744	주세	3
745	전자	0
746	커버	3
747	사진	4
748	아침	0
749	호명	3
750	만약	3
751	상관	0
752	분임	4
753	가도	4
754	칼	3
755	제	3
756	쓰레기	0
757	신입생	4
758	난	4
759	필	0
760	미	0
761	강좌	3
762	박	0
763	정의진	3
764	자세	0
765	민	3
766	영	1
767	첨	0
768	증명	3
769	상황	4
770	인자	4
771	치	4
772	사이	4
773	정정	4
774	주관적	0
775	당일	4
776	거지	4
777	정신	3
778	누구	3
779	칭찬	4
780	애초	0
781	60	0
782	불편	4
783	니	1
784	유	3
785	고봉준	0
786	최인자	3
787	인지	4
788	아	3
789	대학교	0
790	5점	3
791	퀄리티	1
792	법,질서,국가	0
793	리포트	3
794	귀여우심	3
795	열역학	0
796	시기	3
797	완벽	0
798	선생님	4
799	디지털디자인	0
800	치심	4
801	배	0
802	한글	3
803	본	3
804	의문	1
805	이준태	3
806	회로이론	0
807	의식	3
808	역학	0
809	한	3
810	90	3
811	객관적	0
812	박대진	0
813	결과물	0
814	정확	0
815	초	4
816	행복이란무엇인가	0
817	스마트식생활과건강	0
818	한국	0
819	속	4
820	강의내용	3
821	대화	4
822	박시홍	3
823	논리	3
824	중국	3
825	80	0
826	중요시	0
827	고등학교때	3
828	개그	0
829	3시간	3
830	언급	0
831	적인	3
832	서명구	3
833	핵	4
834	ㄴ	3
835	여러분	3
836	경향	4
837	Arthur	0
838	예상문제	3
839	최소	0
840	Johnson	0
841	다섯	3
842	클라스	3
843	내서	0
844	이용	0
845	제외	0
846	John	0
847	표현	0
848	천사	4
849	쯤	4
850	책내용	3
851	집	3
852	이수	3
853	에이제로	3
854	바탕	0
855	사고	0
856	운동과체중관리	0
857	존재	3
858	량	3
859	퍼센트	4
860	에이대	3
861	소프트웨어적사유	0
862	하면서	1
863	독후감	4
864	전자기학I	3
865	정보	4
866	조별	0
867	이윤성	4
868	정말	3
869	내신	0
870	인간	3
871	고통	4
872	외국인	0
873	테	4
874	주변	3
875	엄마	4
876	이득	3
877	호불호	4
878	오세정	4
879	활용	0
880	인원	0
881	최재구	3
882	융통성	0
883	Political	0
884	9시	4
885	한형주	3
886	고원	4
887	이병수	4
888	예술과디자인의이해	4
889	남자	1
890	정치적	4
891	마셈	4
892	보장	3
893	차지	4
894	이진오	0
895	10분	3
896	확률및랜덤변수	4
897	최진혁	3
898	최	4
899	윤원근	0
900	설명도	4
901	오라	4
902	노답	0
903	중간기	0
904	생활	0
905	판서	4
906	순간	3
907	중간때	4
908	응용	3
909	곳	3
910	아이디어	0
911	상식	3
912	바람	0
913	이건	3
914	Science	0
915	결정	0
916	절반	3
917	킹	4
918	주실	3
919	직전	3
920	아이	4
921	열	0
922	민승기	1
923	여자	4
924	김병진	4
925	스포츠와경제	0
926	너	4
927	검사	0
928	재료역학	1
929	12	3
930	공지	3
931	김명섭	0
932	악기의탄생:동서양음악의문명사	0
933	영어수업	3
934	무시	4
935	조언	4
936	현	0
937	농담	4
938	그날	4
939	물리학및실험2	0
940	참여도	4
941	행복	0
942	의지	3
943	걸	3
944	입체디자인	0
945	마니	4
946	문영희	0
947	이슈	4
948	곽봉재	4
949	어이	4
950	정태충	3
951	공학수학1	3
952	양걸	3
953	혜	0
954	김세영	3
955	존중	4
956	ㅊ	4
957	김활란	3
958	컴퓨터	0
959	자주	1
960	유도	0
961	and	1
962	문학	0
963	예시	4
964	국제학과	4
965	Barbara	0
966	강준호	0
967	프로그램	1
968	Sheridene	0
969	장민환	1
970	안내	0
971	유명	4
972	러	4
973	설계	0
974	Oersen	0
975	Roger	3
976	을	3
977	Thompson	3
978	대체과제	4
979	쉅	1
980	배경	0
981	조장	3
982	조현준	0
983	강평	0
984	정연모	3
985	이성원	3
986	4개	3
987	님	4
988	빈칸	3
989	김기국	0
990	강사	3
991	1학점	3
992	중심	3
993	Liet	4
994	시사	4
995	캐리	4
996	감상	3
997	무조건	3
998	애정	0
999	가치	3
1000	제시	3
1001	거리	4
1002	한춘순	4
1003	Hoan	3
1004	세	3
1005	라도	3
1006	김성수	4
1007	Hau	3
1008	맞춤법	4
1009	실습	0
1010	2문제	3
1011	학번	3
1012	똥	4
1013	1개	0
1014	내면	0
1015	합창의재발견	0
1016	70	0
1017	상태	0
1018	편이	0
1019	자습	1
1020	기말과제	0
1021	문자	0
1022	이전	3
1023	게	0
1024	알	3
1025	침	4
1026	실망	3
1027	이현수	0
1028	팅	4
1029	문제도	3
1030	정의	1
1031	기초스페인어	4
1032	이하	3
1033	15분	4
1034	두개	0
1035	4학년	0
1036	고급	3
1037	현대미술사	4
1038	수업태도	4
1039	수능	3
1040	졸업	4
1041	컴퓨터구조	0
1042	인성	3
1043	포인트	4
1044	해당	3
1045	주관	1
1046	할거	3
1047	뒷자리	0
1048	정치색	4
1049	수가	4
1050	스스로	0
1051	절	4
1052	김태영	0
1053	유일	0
1054	가르	4
1055	시다	0
1056	마찬가지	0
1057	존경	3
1058	2학년	0
1059	흠	0
1060	녹음	4
1061	중국어	3
1062	강의평	3
1063	학기말	4
1064	노잼	4
1065	Business	0
1066	대학생	3
1067	선정	4
1068	틀	4
1069	짜증	4
1070	가기	1
1071	세상	4
1072	이틀	4
1073	특징	3
1074	이경석	0
1075	이지만	4
1076	동아시아문명론	4
1077	약	0
1078	짬	3
1079	관리	0
1080	중간시험	3
1081	연구	1
1082	코드	0
1083	김영진	0
1084	강의시간	4
1085	개인발표	3
1086	완성	3
1087	참	3
1088	유재수	0
1089	임대영	4
1090	본문	0
1091	이삼출	4
1092	고요	3
1093	총평	3
1094	이영식	3
1095	대생	3
1096	공학수학2	1
1097	동역학	3
1098	플러스	3
1099	최현민	4
1100	요소	3
1101	3문제	3
1102	있으	0
1103	5문제	3
1104	수업준비	0
1105	한자	3
1106	얼마	4
1107	노영숙	4
1108	어	0
1109	James	3
1110	철	0
1111	음악	0
1112	한국역사와문화	0
1113	이것저것	4
1114	신호와시스템	3
1115	Stewart	0
1116	발언	4
1117	에프	3
1118	기출문제	4
1119	감안	3
1120	홍희기	0
1121	옆	0
1122	제때	0
1123	논리적	4
1124	윤종희	4
1125	식이	0
1126	강의자료	1
1127	Andrew	3
1128	김은정	0
1129	용어	3
1130	링	3
1131	정순국	0
1132	상대	3
1133	코딩	3
1134	학습	4
1135	김혜란	3
1136	최대	4
1137	금요일	0
1138	노트북	0
1139	Clark	3
1140	감동	3
1141	각자	3
1142	노상균	0
1143	유체역학	0
1144	시험점수	3
1145	해결	3
1146	적용	0
1147	Anne	3
1148	합평	0
1149	김경훈	3
1150	기한	4
1151	백	3
1152	1등	0
1153	Eleanor	0
1154	파이	0
1155	해주심	4
1156	연관	0
1157	공정	3
1158	화장실	0
1159	열전달	4
1160	체	3
1161	임형진	0
1162	진정	3
1163	관	3
1164	꼴	0
1165	가르치심	3
1166	보	4
1167	도중	4
1168	공부안	4
1169	정작	3
1170	공식	0
1171	마인드	4
1172	마세요	3
1173	밋	4
1174	인문학	3
1175	부여	3
1176	사	3
1177	재료	4
1178	요	4
1179	시험전	0
1180	타임	0
1181	착하심	4
1182	이대호	3
1183	김태경	4
1184	김민전	3
1185	빅	3
1186	드랍	1
1187	계절학기	0
1188	뜻	4
1189	글씨	3
1190	5분	3
1191	말로	3
1192	단순	0
1193	피곤	0
1194	종이	3
1195	진은진	0
1196	김용평	0
1197	경영	3
1198	이해도	0
1199	철학적	4
1200	키	1
1201	이성근	1
1202	오기	0
1203	문화	4
1204	수업자료	4
1205	논술형	4
1206	아무	0
1207	노래	3
1208	홍상훈	0
1209	내도	3
1210	Relations	0
1211	고려	4
1212	미분방정식	0
1213	뒷	3
1214	우선	3
1215	시대	3
1216	한국사회의정치적이슈들	3
1217	내년	3
1218	작년	3
1219	한국말	3
1220	순서	1
1221	권영하	4
1222	파일	0
1223	이병태	4
1224	비마	4
1225	수업진행	3
1226	엄혜진	0
1227	Joshua	0
1228	공학과윤리	0
1229	취업	4
1230	Cynthia	0
1231	특이	4
1232	남영석	4
1233	일반물리	0
1234	물리전자	3
1235	굿	0
1236	무임승차	4
1237	Rueter	3
1238	향상	0
1239	SohYoung	3
1240	내기	0
1241	팀발표	4
1242	검색	3
1243	동기	4
1244	이제	0
1245	사례	3
1246	교수님임	0
1247	Lee	3
1248	발전	4
1249	Craig	0
1250	Yoo	3
1251	타스	4
1252	조발표	3
1253	체계적	3
1254	김성일	0
1255	교과서	3
1256	Hue	0
1257	나라	4
1258	취향	0
1259	최명진	1
1260	첵	0
1261	Lawrence	3
1262	후배	0
1263	화학2	0
1264	풀	4
1265	분만	3
1266	EUN-KYUNG	3
1267	낭비	3
1268	가요	0
1269	강의계획서	1
1270	유병래	3
1271	콘	0
1272	폭탄	4
1273	중간고사때	3
1274	유머	0
1275	이미선	0
1276	목표	4
1277	편안	3
1278	덕	3
1279	인건	4
1280	에이마	3
1281	토론식	3
1282	RHEE	3
1283	작문	0
1284	강요	4
1285	비제로	3
1286	일반	4
1287	게다	1
1288	넘	4
1289	비플	4
1290	100점	4
1291	STEPHANIE	0
1292	문단	3
1293	4점	1
1294	불만	4
1295	영어실력	3
1296	텍스트	3
1297	신광순	3
1298	가르침	0
1299	세도	3
1300	많으	4
1301	이광훈	3
1302	김영훈	0
1303	괜	4
1304	고학년	3
1305	명이	0
1306	폭	1
1307	시험준비	0
1308	원리	0
1309	전흥신	4
1310	철저	3
1311	6번	3
1312	용	4
1313	르	4
1314	박성일	0
1315	혼자공부	3
1316	오영호	0
1317	번정도	3
1318	신충식	0
1319	페이퍼	0
1320	사정	0
1321	임승필	3
1322	구조	0
1323	이영월	4
1324	솔루션	0
1325	김종원	4
1326	약술	3
1327	테스트	3
1328	출신	3
1329	말투	4
1330	읽기	0
1331	자신감	0
1332	이메일	3
1333	모	3
1334	제작	0
1335	기술	4
1336	스페인	0
1337	for	3
1338	소설	3
1339	지엽적	4
1340	친절하심	3
1341	연결	0
1342	후마니타스세미나	4
1343	여화선	4
1344	불가능	0
1345	에타	1
1346	대학수업	0
1347	의	0
1348	도서관	3
1349	힌트	4
1350	인가	4
1351	커리큘럼	4
1352	적도	4
1353	있으심	3
1354	의의	0
1355	사상	4
1356	인상	0
1357	에이포	3
1358	경제학적사유의원리	1
1359	교수님자체	0
1360	적응	3
1361	강희원	1
1362	최상아	0
1363	박선애	0
1364	김연숙	3
1365	여유	0
1366	최윤희	4
1367	박수	3
1368	잘못	4
1369	다행	0
1370	10문제	3
1371	없으	4
1372	라면	0
1373	공개	4
1374	이정	3
1375	2시간	3
1376	유재명	0
1377	수록	3
1378	조심	3
1379	공감	4
1380	양훈도	0
1381	탓	0
1382	신혜영	4
1383	회화	0
1384	과목자체	0
1385	반대	4
1386	이명원	4
1387	1회	4
1388	보강	0
1389	마이너스	3
1390	사전	3
1391	생명	1
1392	각오	3
1393	새	4
1394	이창수	0
1395	한창용	0
1396	김정현	0
1397	보기	0
1398	젠	4
1399	깨	4
1400	꼰대	0
1401	조건	0
1402	아재	3
1403	맨	1
1404	대본	4
1405	계열	4
1406	안지연	0
1407	종	3
1408	강의임	3
1409	힐링	0
1410	폭격	3
1411	양도	3
1412	플밍	0
1413	이래	0
1414	코멘트	3
1415	그만큼	4
1416	대출	1
1417	버스	4
1418	다가	4
1419	좌석	1
1420	막판	1
1421	Economy	0
1422	패스	0
1423	김명준	3
1424	영어강의	4
1425	임옥희	1
1426	유인물	3
1427	김광섭	4
1428	술	4
1429	발표자	0
1430	함정	3
1431	정성	3
1432	허동현	3
1433	4문제	0
1434	자유이수	3
1435	박정주	0
1436	대형	3
1437	강의라	4
1438	출하	1
1439	이산구조	4
1440	차별	0
1441	평가기준	1
1442	3점	3
1443	승	4
1444	기반	4
1445	서평	4
1446	편의	0
1447	충	4
1448	20분	3
1449	16	0
1450	우사세도	4
1451	조가	0
1452	포트폴리오	0
1453	내주심	1
1454	요점	0
1455	윤재승	3
1456	세미나	4
1457	주효연	3
1458	이과생	0
1459	무언가	3
1460	딩	4
1461	사항	0
1462	엿	4
1463	황수현	3
1464	말하기	1
1465	김기영	1
1466	구체적	4
1467	프린트물	0
1468	욕	0
1469	학기중	0
1470	송현석	4
1471	동의	4
1472	일정	1
1473	I	3
1474	랩	1
1475	최선	3
1476	이때	4
1477	공연	0
1478	만들기	4
1479	보충	4
1480	박현주	0
1481	잡담	3
1482	문과생	3
1483	떄	0
1484	이영수	0
1485	전자회로I	1
1486	기계	3
1487	통계학	3
1488	독강	1
1489	나이	0
1490	수업시작	4
1491	그중	3
1492	한세진	0
1493	상대적	3
1494	일본	3
1495	톤	4
1496	후기	3
1497	단락	3
1498	윤분희	4
1499	으심	4
1500	갑	4
1501	운동	4
1502	매수업	4
1503	공학수학	1
1504	몸	0
1505	주일	0
1506	작업	0
1507	천	4
1508	문제풀이	4
1509	해오	3
1510	함선미	0
1511	총점	3
1512	러스트	0
1513	년도	3
1514	탈	3
1515	올해	3
1516	장난	1
1517	배경지식	0
1518	행동	4
1519	재료과학	4
1520	리딩	4
1521	출석부	4
1522	이외	0
1523	하셈	4
1524	배세은	0
1525	응용재료역학	1
1526	김민철	0
1527	안일주	3
1528	정시	1
1529	목적	3
1530	신인숙	4
1531	문병순	4
1532	부르심	4
1533	시스템	0
1534	최이송	3
1535	김현수	4
1536	리얼	3
1537	한편	3
1538	숙지	4
1539	별개	4
1540	한치근	3
1541	발암	3
1542	불	4
1543	가능성	4
1544	연극	3
1545	사업	3
1546	난해	4
1547	이은진	3
1548	소문	4
1549	분명	4
1550	우주	4
1551	내시	0
1552	길재호	4
1553	휴대폰	4
1554	조정완	3
1555	앞뒤	3
1556	정창수	0
1557	후마니타스	3
1558	펌	4
1559	9시수업	3
1560	통	4
1561	주장	0
1562	판단	3
1563	매주	4
1564	석승민	0
1565	이중기	0
1566	뒤통수	3
1567	허유	4
1568	신현욱	0
1569	창	3
1570	기본적인	3
1571	횟수	3
1572	박수종	4
1573	인권	4
1574	닝	3
1575	정역학	0
1576	상상	3
1577	예철해	4
1578	포토샵	0
1579	민진영	4
1580	홍	4
1581	권만학	1
1582	빨	4
1583	반응	4
1584	특정	0
1585	들	0
1586	비추천	3
1587	다운	3
1588	김윤희	4
1589	호	4
1590	정치학적사유의원리	4
1591	2점	3
1592	삶	3
1593	0점	3
1594	심양희	3
1595	2학점	3
1596	득점	0
1597	가야	4
1598	II	0
1599	정원석	4
1600	인강	0
1601	와요	0
1602	단계	3
1603	예윤해	0
1604	각	0
1605	협조	0
1606	이내	4
1607	김동한	4
1608	국제어에스페란토	3
1609	성	4
1610	제목	3
1611	그래픽및공학설계	4
1612	시각	4
1613	답안지	4
1614	김효수	0
1615	홍범일	4
1616	업	0
1617	비실기	0
1618	예전	3
1619	물론	3
1620	랄	4
1621	캠퍼스	3
1622	예정	4
1623	미적분	1
1624	기라	3
1625	댓	3
1626	댐	4
1627	응용유체역학	3
1628	스피킹	3
1629	유지훈	4
1630	평점	0
1631	생2	1
1632	ㅅㅂ	4
1633	수강자	3
1634	플젝	0
1635	놈	3
1636	잔소리	4
1637	밥	4
1638	우주:별을잊은그대에게	1
1639	찬양	0
1640	10개	3
1641	이정민	4
1642	실험통계학	3
1643	서덕영	4
1644	이기라	0
1645	체대	0
1646	냥	4
1647	정답	3
1648	앞쪽	4
1649	훈	0
1650	1주일	1
1651	기사	3
1652	실패	3
1653	빅문	4
1654	수강평	0
1655	저번	3
1656	보라	0
1657	조은영	1
1658	조절	0
1659	자필	3
1660	최인경	0
1661	눈치	4
1662	아재개그	0
1663	Finance	0
1664	일일	0
1665	백운식	0
1666	남궁윤미	3
1667	모름	0
1668	생이	4
1669	기법	1
1670	송종서	3
1671	밤	0
1672	Bazan	3
1673	내외	4
1674	등수	3
1675	클래식	0
1676	이사라	0
1677	인기	4
1678	오류	0
1679	데일리	0
1680	독서	0
1681	ELISENDA	0
1682	의심	1
1683	마무리	4
1684	숫자	3
1685	박진옥	0
1686	생공	3
1687	관계	0
1688	강의중	1
1689	원서	0
1690	담	3
1691	프	3
1692	광	4
1693	객체지향프로그래밍	3
1694	교시	4
1695	최진환	4
1696	정일영	4
1697	방	4
1698	개개인	0
1699	표	0
1700	과제제출	3
1701	웠	4
1702	낙원과유토피아의상상력	0
1703	유해정	3
1704	Studies	4
1705	승기	1
1706	이진원	0
1707	장짜리	3
1708	십	3
1709	스페인어	0
1710	워	4
1711	인문학과문화콘텐츠	3
1712	형태	3
1713	전형적	4
1714	기계진동	4
1715	노력하심	3
1716	컴퓨터공학개론	4
1717	요약본	3
1718	유머러스	3
1719	FABREGAS	0
1720	김동혁	3
1721	이지영	4
1722	박찬종	4
1723	5장	3
1724	화	1
1725	허윤정	4
1726	김형석	0
1727	서동은	0
1728	기보	3
1729	찮	0
1730	1문제	3
1731	수업분위기	0
1732	미안	0
1733	용지	3
1734	최범석	0
1735	작가	3
1736	결과적	3
1737	하기	3
1738	하성남	3
1739	내주	4
1740	이선구	1
1741	답장	0
1742	인가탐	4
